id,question,options,answer
00cdb7ae-57e9-4866-84f8-a4f7300fdcd8-94588,ভূপৃষ্ঠের সাথে 60o কোণে আণত মসৃন তলের ওপর অবস্থিত 5 kg ভরের বস্তুকে 5 ms−1 সমবেগে গতিশীল করতে প্রয়োজনীয় ক্ষমতা-,['212.18 J' '212.18 W' '122.55 J' '122.55 W'],B
84230d87-f393-4137-972e-14470c2a65bf-44442,কৃষ্ণবিবর অঞ্চলের সীমাকে কী বলে ?,['সোয়ার্জস্কাইল্ড ব্যাসার্ধ' 'নেবুলা' 'ঘটনা দিগন্ত' 'সাদা বামন'],C
bbc26d84-6932-4ed9-b7f4-2203601a8fbb-34680,ডি ব্রগলির তরঙ্গ দৈর্ঘ্য হল-,['mv' 'h/pc' 'h/mv' 'h/mp'],C
c0513bbf-c498-4acb-8bf0-9533f2bb3671-30391,মহাকর্ষীয় ধ্রুবকের একক কোনটি?,['m3kg-1s-2 ' 'm3kgs-1 ' 'm3kg-2s-1' 'm2kg-3s-2'],A
d26bed59-6287-4846-a93c-c2dd22800e26-118655,একটি সরল দোলকের দৈর্ঘ্য L । এর দোলনকাল অর্ধেক করতে হলে দৈর্ঘ্য কত হবে?,['L/4' 'L/2' '2 L' '4 L'],A
e43d17dc-e22b-4ed5-886a-661a0607b48c-71727,বল ও সরণের মধ্যবর্তী কোণ θ হলে ঋণাত্মক কাজের শর্ত হবে?,['180o≥θ≥90o' '180o≥θ>90o' '180o≤θ<90o' '180o<θ≤90o'],B
f65dbfa4-2c39-4c50-a596-0310cd7ad220-26840,কোন কণাটি লেপ্টন শ্রেণীর অন্তভুক্ত-,['নিউট্রন' 'প্রোটন' 'ইলেকট্রন' 'পায়ন'],C
fcc42ba2-14d8-4ddf-9cec-ed3221764cf2-53969,"হাইড্রোজেন পরমাণুর প্রথম বোর কক্ষে ইলেক্ট্রনের মোটশক্তি –13.6 eV হলে, তৃতীয় বোর কক্ষে মোটশক্তি হবে-",['-40.8 eV' '-4.5 eV' '-3.4 eV' '-1.5 eV'],D
5f9b13f2-abb3-4eb3-85db-59e86423727f-43787,সবল নিউক্লিয় বলের বাহক কণা নিচের কোনটি ?,['গ্রাভিটন' 'ফোটন' 'গ্লুওন' 'গেজ বোসন'],C
cf1565bb-a070-4347-b86e-7901792d4c2f-130080,কোনো তলের সঙ্গে সংশ্লিষ্ট তড়িৎ ফ্লাক্স সর্বাধিক হবে যদি ওই তলের অভিলম্বের সাথে বলরেখার কোণ হয়-,['0o' '45o' '90o' '135o'],A
d213edc0-1a02-4017-be89-e6cfab74aee7-69135,নগণ্য ভরের একটি স্প্রিং এর নীচে M ভর ঝোলালে এটির সরল দোলগতির পর্যায়কাল T হয়। আরও m ভর যোগ করলে পর্যায়কাল হয় `(4T)/3` । তাহলে `m/M` অনুপাতটির মান কত?,['7/9' '2/9' '4/5' '16/9'],A
9796e447-ef08-48ca-af9a-2e732e47fb62-35355,পৃথিবীর কোন স্থানে ভারকেন্দ্র দিয়ে মুক্তভাবে ঝুলন্ত চৌম্বকের চৌম্বক অক্ষ আনুভূমিকের সাথে যে কোণ উৎপন্ন করে স্থির থাকে তাকে বলে ঐ স্থানের ভূ-চৌম্বকত্বের- ,['বিচ্যুতি কোণ' 'বিনতি কোণ' 'চৌম্বক মধ্যতল' 'ভৌগলিক মধ্যতল'],B
dbe0a6fa-3297-411b-b104-9de7d03f81e9-116326,একটি পূর্ণচক্রের জন্যে কোনো পরিবর্তী তড়িৎ প্রবাহের গড়মান–,['0' '1/√2 Ipeak' '1/π Ipeak' '1/2 Ipeak'],A
8b2d568e-758e-4fb0-a4a4-b0b612d077f2-70745,"কোনো মাধ্যমে তড়িৎ ভেদনযোগ্যতা 8.5×10−12 C2N−1m−2 হলে, মাধ্যমের চৌম্বক প্রবেশ্যতা কত? [Cm=2.6×108 ms−1]",['1.7×10−6 TmA−1' '452.5 TmA−1' '1.53×10−7 TmA−1' '563.6 TmA−1'],A
0c9acebe-fee2-4ab6-aee8-9dbaac5ecd1e-35599,270C তাপমাত্রার 4 gm অক্সিজেন গ্যাসের মোট গতিশক্তি কত হবে?,['116.86 J' '207.75 J' '349.52 J' '467.66 J'],D
1e0d947e-424a-4fc4-8f52-04c4f469d4fb-33072,বাতাসে রাখা দুটি ধনাত্মক আধানের দূরত্ব 5 cm এবং তাদের মধ্যে বিকর্ষণী বল হলো 8 dyne। একটি আধান যদি অন্যটির দ্বিগুণ হয় তাহলে ক্ষুদ্রতম আধানের মান কত?,['10 e.s.u' '20 e.s.u' '30 e.s.u' '40 e.s.u'],A
5f398c62-6e2a-455b-8d6c-2ad5b224c52b-90063,নিচের কোনটি তাপগতিবিদ্যার প্রথম সূত্র?,['dQ =dU + dW' 'Q = dU + dw' 'dQ = U + dW' 'dQ = U+W'],A
405fcf9a-58e7-47d0-a928-e3957125656f-110414,একটি পরিবাহীর ধারকত্ব 4 μF। চার্জের পরিমাণ কত হলে বিভব 40 ভোল্ট হবে?,['0.0016 C' '0.016 C' '15×10-6 C' '16×10-5 C'],D
3a7dd1de-08df-4031-a332-17bf1c9b7660-92555,বোসন কি ধরনের কণা?,['মৌলিক' 'যৌগিক' 'রাসায়নিক' 'বড়'],A
7e26627b-9d25-4f20-b50f-fdda16982cbe-81261,100 m দীর্ঘ একটি ট্রেন 45 kmh-1বেগে চলে 1 km দীর্ঘ একটি ব্রীজ অতিক্রম করে। ব্রীজ অতিক্রম করতে ট্রেনটির কত সময় লাগবে?,['10 s ' '20 s' '40 s' '88 s'],D
fb0a4b06-7578-42c8-93c6-77d3e1564ad4-25692,একটি নিস্পন্দ বিন্দু এবং পরবর্তী সুস্পন্দ বিন্দুর মধ্যের দুরত্ব-,['λ' 'λ/2' 'λ/4' '2λ'],C
81eb7522-0028-4f26-89a0-697c2e5afa0f-45135,"একটি অবতল দর্পণের বক্রতার ব্যাসার্ধ r। দর্পণটি হতে x দূরত্বে কোন বস্তু স্থাপন করলে এর বাস্তব বিম্বের দূরত্ব v হলে, নিচের কোনটি সত্য?",['rx/(2x-r)' '2rx/(2x-r)' 'rx/(x-r)' 'rx/(x-2r)'],A
42310681-e1f1-450a-ac52-f893664e8573-130507,যে তাপ বস্তুর তাপমাত্রার পরিবর্তন না ঘটিয়ে কেবল অবস্থার পরিবর্তনঘটায় তাকে কি বলে?,['আপেক্ষিক সুপ্ততাপ' 'আপেক্ষিক তাপ' 'সুপ্ততাপ' 'গলনের আপেক্ষিক সুপ্ততাপ'],C
1f0aea41-8b12-4dfe-af7e-fac967c2ac77-13130,কোনো বস্তু আলোর দ্রুতিতে চললে এর ভর--,['অর্ধেক হবে' 'শূন্য হবে' 'অসীম হবে' 'দ্বিগুন হবে'],C
c2811a12-da62-4416-8a74-51d90c12eea3-130605,সমান্তরাল সমবায়ের প্রবাহমাত্রা বৃদ্ধি হওয়ার কারণ কি?,"['অভ্যন্তরীণ রোধ বহিঃবর্তনীর রোধ অপেক্ষা খুব কম হলে'
 'অভ্যন্তরীণ রোধ বহিঃবর্তনীর রোধ অপেক্ষা খুব বেশি হলে '
 'অভ্যন্তরীণ রোধ ও বহিঃবর্তনীর রোধ সমান হলে ' 'অভ্যন্তরীণ রোধ শূন্য হলে ']",B
0ed57230-3a88-4ed9-ae4b-34f1e8dc35a1-47670,দুটি সুরশলাকার কম্পাংক যথাক্রমে 260Hz ও 255Hz। তারা কত সময় পর পর বীট উৎপন্ন করবে?,['0.1s' '0.2s' '0.5s' '0.6s'],B
3383c069-cfc6-4722-8c40-02f8b5707da6-19873,একটি 11cm ব্যাসার্ধের গোলকের পৃষ্ঠে 9C মানের 6 টি আধান সুষমভাবে ছড়িয়ে দেওয়া হল। গোলকের কেন্দ্র থেকে 2cm দূরে বিভব কত হবে?,['2.43×1013V' '4.42×10-12 V' '4.42×1012V' '2.43×1011V'],C
0b3409af-99fc-4f99-b9c9-8ed75c9fb86d-17373,অনুপ্রস্থ তরঙ্গের উদাহরণ নয় কোনটি?,['এক্সরে' 'শব্দ তরঙ্গ' 'আলোক তরঙ্গ' 'টানা তারের তরঙ্গ'],B
5c938893-2616-4aaa-9cb5-6ec10f1eec9a-139477,ইয়ং-এর ব্যতিচার প্রদর্শন পরীক্ষায় পর্দায় উৎপন্ন অন্ধকার বিন্দুর জন্য পথ পার্থক্য হচ্ছে-,['nλ ' '(2n-1)λ ' '(2n+1)λ/2' '(2n+1)λ'],C
73c20946-32f7-4c3e-9915-d8065d956e99-66526,ভোল্ট মিটার বর্তনীতে কীভাবে সংযুক্ত করা হয়?,"['রোধের সাথে সমান্তরালে' 'রোধের সাথে মিশ্রসমবায়ে'
 'ব্যাটারির সাথে শ্রেণিতে' 'রোধের সাথে শ্রেণিতে']",A
db4a0ee6-d868-4719-98c1-68c273f7ef35-98729,ভূ-সমতলের সাথে 30o কোণে আনত পথে একটি 2Kg ভরের বস্তুকে 3ms-2 ত্বরণে উঠাতে হলে বস্তুটির উপর কত নিউটন(N) বল প্রয়োগ করতে হবে?,['6.8' '11.8' '12.8' '15.8'],D
bffc58c1-79f1-441b-bcf6-944ba27fe189-111249,"কোনো কাল্পনিক মাধ্যমে চৌম্বক প্রবেশ্যতা 1.1×10−6 TmA−1 ও তড়িৎ ভেনদযোগ্যতা 9.96×10−11 C2N−1m−2 হলে, মাধ্যমে আলোর বেগ কত?",['9.56×108 ms−1' '9.55×107 ms−1' '1.14×108 ms−1' '1.14×107 ms−1'],B
caaa74c8-517f-42ed-ba2c-f6793caa0280-11827,0.2 মি.মি. ব্যবধান বিশিষ্ট দুটি চির হতে 1.2 মি. দূরে অবস্থিত পর্দায় ব্যতিচার সৃষ্টি হলো। আলোর তরঙ্গ দৈর্ঘ্য 5800Å হলে পরপর দুটি উজ্জ্বল পট্টির মধ্যবর্তী দূরত্ব কত?,['3.48m' '3.48mm' '1.74m' '1.74mm'],B
c09aa3fc-608e-40f3-98d6-fbe9686521a8-66766,"ইয়ং-এর দ্বি চির পরীক্ষায় চির দুটির মধ্যবর্তী দূরত্ব, d = 2। চির থেকে পর্দার দূরত্ব,",['5.9×10-7 m' '1.2×10-7m' '5.9×10-7mm' '1.5×10-7mm'],B
649c575b-ab66-43e2-a8f2-bc2e275b4dbd-780,ইয়ং এর দ্বিচির পরীক্ষায় একটি চির বাদ দিলে কোন আলোকীয় ঘটনাটি ঘটবে?,['প্রতিসরণ' 'ব্যতিচার' 'অপবর্তন' 'সমবর্তন'],C
0304e959-57ef-46d0-a7de-17c23c6e3ff6-39225,5Ω রোধকের মধ্য দিয়ে প্রতি মিনিট 720C চার্জ প্রবাহিত হলে রোধকের প্রান্তদ্বয়ের বিভব পার্থক্য কত হবে?,['6V' '12V' '48 V' '60V'],D
8ecc6c4c-6854-4257-a807-9bbffc7c1910-105361,একটি আদর্শ গ্যাসের তাপমাত্রা T হতে বৃদ্ধি করে 2T করা হলেকোন রাশিটি দ্বিগুন হবে?,"['অণুগুলির গড় বর্গবেগের বর্গমূল' 'অনুগুলির গড় বেগের বর্গ'
 'অনুগুলির গতিশক্তি' 'অনুগুলির গড় বর্গবেগ']",C
489b849a-a969-4b74-80d2-7fb8ab72cf44-97001,ইয়ং এর দ্বিচিড় পরীক্ষায় চিড় দুটির মধ্যবর্তী দূরত্ব 2mm। এই চিড় থেকে 1m দূরত্বে 0.295m প্রস্থের ডোরা তৈরী হয়। আলোর তরঙ্গ দৈর্ঘ্য কোনটি?,['5800Å' '5896Å' '5900Å' '6000Å'],C
608dd595-96de-4242-987d-dbece04d723b-10028,"পৃথিবীপৃষ্ঠ, পৃথিবীপৃষ্ঠ হতে h উচ্চতায় ও পৃথিবীপৃষ্ঠ হতে h গভীরতায় অভিকর্ষজ ত্বরণ যথাক্রমে g, gh, gbh হলে —",['gbh <gh <g' 'gh<gbh<g' 'gh> gbh<g' 'gh<g <gbh'],B
1fb64fa2-884d-48fe-8530-8f05e4f4ecf2-121632,p-n জাংশনে 0.3V বিভব পার্থক্যের পরিবর্তনের জন্য 6mA বিদ্যুৎ প্রবাহের পরিবর্তন পাওয়া যায়। জাংশনের গতীয় রোধ কত হবে?,['40Ω' '50Ω' '60Ω' '70Ω'],B
13af9347-5489-4375-8994-f4d881cf5789-100359,এন্ট্রপির SI একক কোনটি?,['JK' 'J2K' 'KJ-1' 'JK-1'],D
3c3c6e32-5eb6-4c53-b888-d67ced7e6b12-66327,কোনো প্রসঙ্গ কাঠামোর সাপেক্ষে বস্তুর গতিকে কি বলে? ,['পরম স্থিতি' 'পরম গতি' 'আপেক্ষিক স্থিতি' 'আপেক্ষিক গতি'],D
578f106d-9835-44ff-997d-53aa09629feb-64924,কুরী বিন্দু পাওয়া যায় কোন ক্ষেত্রে?,"['ডায়াচৌম্বক পদার্থে' 'প্যারাচৌম্বক পদার্থে' 'ফেরোচৌম্বক পদার্থে'
 'প্যারা ও ডায়া চৌম্বক পদার্থে']",C
417e1b9e-a953-486f-8d9d-4402d400810a-69499,"একটি সিলিকন ট্রানজিস্টরের ইনপুট রোধ 200 Ω। ভূমি প্রবাহ IB=30 μA পরিবর্তন করলে, সংগ্রাহক প্রবাহে পরিবর্তন 3.0 mA হয়। ওই ট্রানজিস্টরের লোড রোধ, RL=5 kΩ হলে, অ্যামপ্লিফায়ারটির ভোল্টেজ বিবর্ধন কত হবে?",['1250' '2500' '4000' '5000'],B
e91c5dec-6707-455a-8ad8-04dce52d8aea-56921,"একটি কার্নো ইঞ্জিন 427°C তাপমাত্রায় তাপ গ্রহণ করে এবং 77°C তাপমাত্রায় তাপ বর্জন করে।ইঞ্জিন প্রতি চক্রে 1kCal তাপ গ্রহণ করলে, প্রতি চক্রে সম্পাদিত কাজের পরিমাণ নির্ণয় কর।",['2.1 kJ' '4.2 kJ' '1 kJ' '0.5 kJ'],A
3c836413-e991-4efe-b13e-a3feae283ce9-79083,একটি তেজস্ক্রিয় আইসোটোপের অর্ধ আয়ুষ্কাল 2 মিনিট হলে 4 মিনিট পর কতটুকু আইসোটোপ বাকি থাকবে?,['1/2' '1/3' '1/4' '1/8'],C
617cd1c8-09a0-45f0-b2cf-78b44fa070ec-61869,একটি স্থির তরঙ্গের পর পর দুটি নিস্পন্দ বিন্দুর মধ্যবর্তী দূরত্ব 1m । এর তরঙ্গ দৈর্ঘ্য কত ?,['25 cm' '50 cm' '100 cm' '200 cm'],D
375c32ba-8767-4604-b926-5b355177cd7b-73343,কিলোওয়াট ঘন্টার সাথে জুলের সম্পর্ক নিচের কোনটি?,['1 kwh=600 J ' '1 kwh=3600 J ' '1 kwh=3.6×106J ' '1 kwh=1000 J '],C
c419756b-6a8b-4686-985b-7f64a28990ff-42119,সমান ধারকত্বের 4টি ধারকের শ্রেণি সমবায়ে থাকাকালীন তুল্য ধারকত্ব সমান্তরাল সমবায়ে থাকাকালীন তুল্য ধারকত্বের -,['16 গুণ' '1/64 গুণ' '1/16 গুণ' '1/4 গুণ'],C
cd50e769-e9db-4cb6-ab70-76bf3ff73f77-91673,সর্বনিম্ন কত বেগে ভূ-পৃষ্ঠ হতে m ভরের একটা বস্তুকে ওপরের দিকে নিক্ষেপ করলে তা আর কখনো ফিরে আসবে না? ,['`sqrt(2gR)`' '(√2) g R' 'g R' '2√g R'],A
84811a5c-b2a1-412d-96f8-e368afb710b5-59025,চৌম্বক দৈর্ঘ্য জ্যামিতিক দৈর্ঘ্যের কতগুণ?,['0.25' '0.5' '0.75' '0.85'],D
47bb5e43-d256-4414-9f0f-15f3dca27e5c-2756,কোনো অক্ষের সাপেক্ষে একটি লৌহ নির্মিত বস্তুর চক্রগতির ব্যাসার্ধ 50 cm। বস্তুটির ভর 200 gm হলে এর জড়তার ভ্রামক-,['0.125' '0.5' '0.05' '0.25'],C
53b54003-0013-470e-bcf9-46c6b93b61f6-126195,"20°C তাপমাত্রার 80kPa চাপে একটি নির্দিষ্ট পরিমাণ গ্যাসের আয়তন 0.25 m3। 20°C তাপমাত্রায় উক্ত গ্যাসেরআয়তন 0.5m3 হলে, গ্যাসটির চাপ কত?",['20kPa' '40kPa' '50kPa' '60kPa'],B
9f2813b9-1edf-4991-89da-aa41fa73317e-90930,আলোর তরঙ্গতত্ত্ব প্রদান করেন কে?,['ম্যাক্সওয়েল' 'হাইগেন্\u200cস' 'ম্যাক্স প্লাঙ্ক' 'ফ্রেনেল'],B
f13ecd31-33fa-43f0-a48c-e8eaf8ddb843-124259,কেনো সরল ছন্দিত গতি সম্পন্ন কণার মোট যান্ত্রিক শক্তি 15 গুণ বৃদ্ধি করা হলে এর বিস্তার কত গুণ বৃদ্ধি পাবে? [ পর্যায়কাল অপরিবর্তিত ],['3 গুণ' '8 গুণ' '4 গুণ' '√15 গুণ'],A
3606a38c-d2d7-476f-a375-471dab22725f-139091,"একটি বর্গের চারটি বাহু বরাবর যথাক্রমে →P,3→P,3→Pand5→PP→,3P→,3P→and5P→ এই চারটি বল, কাজ করে । বলদ্বয়ের লব্ধির মান নির্ণয় কর।",['2√3 p' '2√5 p' '2√2 p' 'v3 p'],C
f2531fce-d29c-41a8-aaf1-ae6df89f5b34-29742,একটি উত্তল লেন্সের ফোকাস দূরত্ব 100cm হলে লেন্সটির ক্ষমতা হবে?,['P=100D' '1D' 'P=1/100D' 'P=1/10D'],B
d2051fe3-879d-4a35-a600-b1e1f2fb0555-98651,প্রথম ইলেকট্রনের ধারণা পাওয়া যায় কোন পরমাণু মডেল থেকে?,['থমসন মডেল' 'রাদারফোর্ড মডেল' 'বোর মডেল' 'কোয়ান্টাম বলবিদ্যা মডেল'],A
53b40312-850f-4b92-85e8-30bdaf825715-79101,বিষুবীয় অঞ্চলে বিনতি কোণের মান কত?,['0°' '30°' '45°' '90°'],A
aad47a8e-08bc-42d7-99d6-005988a8c0c5-3344,কোনটি কার্যহীন বল?,['মহাকর্ষ বল' 'টান বল' 'ঘর্ষণ বল' 'অভিকেন্দ্র বল'],D
e28fa7e2-3996-4c7c-aaae-47a809f98e31-60456,যেসব তরল পদার্থ কাচ ভেজায় না তাদের ক্ষেত্রে স্পর্শকোণ-,['প্রায় 90°' 'প্রায় 0°' '90°- এর চেয়ে বড়' '90° এর চেয়ে ছোট'],C
8fecdb89-b4fa-4b50-a179-94e3af16dbc8-59847,তাপগতিবিদ্যায় ১ম সূত্র হতে জানা যায় না—,"['কাজ ও তাপের সম্পর্ক' 'শক্তির সংরক্ষণ নীতি' 'অভ্যন্তরীণ শক্তির ধারণা'
 'তাপ প্রবাহের অভিমুখ']",D
e76e7664-2bb5-4c97-beae-1eafa843fd66-61299,সরল দোলকের দোলনকাল দ্বিগুণ করার জন্য,"['দৈর্ঘ্য দ্বিগুণ করতে হবে' 'দৈর্ঘ্য চারগুণ করতে হবে'
 'বলের ভর দ্বিগুণ করতে হবে' 'বলের ভর চারগুণ করতে হবে']",B
228e8512-4ef4-4f6e-83ab-f5454e1404b0-4556,নিচের কোনটি সরল দোলন গতির ব্যবহার নয়? ,"['অভিকর্ষজ ত্বরণ g এর মান নির্ণয় ' 'সময় নির্ণয় ' 'পাহাড়ের উচ্চতা নির্ণয় '
 'সমুদ্রের গভীরতা নির্ণয় ']",D
d2c18f26-acd0-4df5-9679-2124b1780cb1-147078,কৌণিক ত্বরণের মাত্রা কোনটি? ,['`[M^0L^0T^-1]`' '`[M^0LT^-1]`' '`[M^0L^0T^-2]`' '`[M^-1LT^-2]`'],C
b0a8f60c-038f-405b-ad90-d150ef7a121e-111985,একটি ট্রানজিস্টরের কমন এমিটার বিন্যাসের ক্ষেত্রে প্রবাহ লাভ β এর জন্য কোনটি সঠিক?,['β=0.98' 'β=1' 'β=0' 'β>1'],D
825ebed6-c8f5-42df-a19f-de13b4646bf6-24479,তড়িৎ প্রাবল্যের একক-,['Nkg-1' 'Ns' 'NC-1' 'Nm-1'],C
16ae2a2c-59e6-46b7-96f7-36b63f20cc71-65650,পৃথিবীর ঘনত্ব ρ= ?,['5.5x10-2 kgms3' '5.5x10-3Kgms-3' '5.5x103 kgm-3' '5.5x104 kgms3'],C
91f03130-1b84-47d1-9850-0417848ed31d-103820,ইয়ং-এর দ্বি-চিড় পরীক্ষায় দুটি তরঙ্গের উপরিপাতনের ফলে একটি বিন্দুতে কালো ডোরা উৎপন্ন হয়। ঐ বিন্দুতে তরঙ্গদ্বয়ের মধ্যে দশা পার্থক্য হলো (m = পূর্ণসংখ্যা),['শূন্য' '2πm + π/4' '2πm + π/2' '2πm + π'],D
5c2f9a97-3458-4c6f-870e-cba70dcd3652-147435,তড়িৎ ক্ষেত্রের আবিষ্কারক –,['মাইকেল ফ্যারাডে' 'উইলিয়াম গিলবাট' 'কুলম্ব' 'গাউস'],A
0b4a9f7b-e9aa-4ef9-8a9a-ba0182e33e9c-123795,ফ্রনহার শ্রেণির অপবর্তনে আলোকরশ্মি ও তরঙ্গমূখ যথাক্রমে-,"['অপসারী ও গোলীয়' 'অভিসারী ও গোলীয়' 'সমান্তরাল ও সমতল'
 'সমান্তরাল ও বেলনাহতি']",C
7173946e-9ace-4727-a316-d81e1e0daec1-96759,ঢাকার ভূ- চৌম্বকত্বের বিচ্যুতি কোণ কত? ,['31° N' '1/20 E' '13° S' '1/20W'],B
4d0cd586-4c05-4b26-9a71-dbb2d64eb7bc-16643,ইয়ং এর দ্বি-চির পরীক্ষণের চিরদ্বয়ের মধ্যবর্তী দূরত্ব হলো d এবং চিরদ্বয় থেকে পর্দা D দূরত্বে অবস্থিত । পর্দারওপর প্রতি একক গ্রন্থে ডোরার সংখ্যা হলো -,['D/dλ' 'd/Dλ' 'λ/dD' 'd2/λD3'],B
dd2603db-3323-42d0-aa63-726d83992fa6-16726,বিদ্যুৎ প্রবাহমাত্রা নির্ভুলভাবে জানা যায় কিসের সাহায্য?,['ভোল্টমিটার' 'অ্যামিটার' 'পোটেনসিও মিটার' 'ভোল্টামিটার'],B
372425ac-f5f5-41d5-822c-9763e935d88b-51428,দুইটি ভেক্টর কত কোণে ক্রিয়াশীল হলে সর্বনিম্ন লব্ধি পাওয়া যাবে ?,['00' '900' '1800' '2700'],C
395ae299-f1d0-4748-b39e-f702d65ba4fb-52552,"→A=3ˆi−2ˆj+ˆk,A→=3i^-2j^+k^, →B=6ˆi-mˆj+4ˆk m এর মান কত হলে ভেক্টরদ্বয় লম্ব হবে?",['9' '-11' '12' '13'],B
8ca02d17-bb64-4bb6-8603-4f59c1cbb9a1-54487,বায়ুতে আলোর বেগ 3.0×108 m/s ও বায়ু সাপেক্ষে কাচের প্রতিসরাঙ্ক 1.5 হলে,['1.5×108 m/s' '2×108 m/s' '2.5×108 m/s' '3.0×108 m/s'],B
115ddbb3-ac3d-42c9-a040-30c4ae4d4fcc-138583,একটি শ্রেণিকক্ষে শব্দের তীব্রতা 10-7 Wm-2।শব্দের তীব্রতা দ্বিগুণ হলে তীব্রতা লেভেল কত হবে ?,['53 dB' '53.01 dB' '55.06 dB' '53.92 dB'],B
60dd0e18-6dd6-4275-9582-a1ca5bff2526-146958,"যদি `vecA=hati+hatj+hatk` এবং `vecB=2hati+2hatj+2hatk` হয়, তবে `vecB` বরাবর `vecA` এর লম্ব অভিক্ষেপ কত?",['1/√3' '√3' '2√3' '2/√3'],B
986b7921-6554-40cc-a2a1-2cdbe06a8f03-112620,দুই বা ততোধিক ভেক্টর যদি সমান্তরালে ক্রিয়া করে তাহলে তাদেরকে কি বলে?,['সমতলীয় ভেক্টর' 'সমরেখ ভেক্টর' 'বিপ্রতীপ ভেক্টর' 'সরণ ভেক্টর'],B
4b29dca0-23a8-4444-9807-7f14ed680f7a-57589,ভূমির সাথে 30° কোণে আনত একটি মসৃণ তল AB- এর সর্বোচ্চ বিন্দু A থেকে একই বস্তু মসৃণভাবে গড়িয়ে 10s পরে সর্বনিম্ন বিন্দু B তে আসলো। ভূমি হতে A এর উচ্চতা কত?,['212.25 m' '122.5 m' '368.48 m' 'কোনোটিই নয়'],B
d8ce8b4d-271c-462c-98c1-e5c8a4fd59f1-140936,"দুটি সমান্তরাল পাতের মাঝের দূরত্ব d = 2m ও ক্ষেত্রফল 3m2 হলে, ধারকত্ব-",['3ϵo/2' '2/3 ϵo' '2ϵ0' '3ϵo'],A
b1d7f7de-4133-41fc-9884-d82ec669cbdd-93141,একটি অ্যামপ্লিফায়ারের থেকে নিঃসৃত শব্দের ক্ষমতা 10 mW থেকে 20 mW-এ পরিবর্তিত হলে শব্দের তীব্রতা লেভেল কত পরিবর্তন হবে?,['0.3 dB' '1 dB' '2 dB' '3 dB'],D
2b92e9c0-a0a5-4953-9dc4-029900e37734-54514,একটি রাইফেলের গুলি একটি তক্তা ভেদ করতে পারে।যদি গুলির বেগ চারগুণ করা হয় তবে অনুরূপ কয়টি তক্তা ভেদ করতে পারে?,['4' '8' '16' '24'],C
92676c76-6c5f-4ea5-a014-d4ed48c0b8ce-132681,থার্মিস্টার দিয়ে নিচের কোন সীমার তাপমাত্রা পরিমাপ করা যায়?,['-70°Cথেকে 300°C' '-70°C-150°C' '0°C-300°C' '0°C-150°C'],A
a83f0764-0f3b-4ee9-8f2c-6b53a311e78b-49258,কির্শফের দ্বিতীয় সূত্র কী নামে পরিচিত?,['ওহমের সূত্র' 'প্রবাহের সূত্র' 'রোধের সূত্র' 'ভোল্টেজ সূত্র'],D
2fefcf56-3a5a-4cac-9fde-36dc32be5c84-51584,কোন একটি সীমাবদ্ধ মাধ্যমে সৃষ্ট স্থির তরঙ্গের কম্পাঙ্ক 800 Hz। তরঙ্গের পর পর দুটি নিস্পন্দ বিন্দুর দূরত্ব 0.45m। ঐ মাধ্যমে তরঙ্গের বেগ কত?,['720 ms-1' '820 ms-1' '800 ms-1' '740 ms-1'],A
c093dfe4-95a0-4d0e-8c45-652dfb8c7f72-32470,পূর্ণ সুর্য গ্রহণ দেখার জন্যে নিচের কোন শর্ত প্রযোজ্য নয়?,"['চন্দ্রের উপছায়া পৃথিবীর যে অংশে পড়ে সেখানে'
 'চন্দ্রের প্রচ্ছায়া পৃথিবীর যে অংশে পড়ে সেখানে'
 'যখন সূর্য, চন্দ্র ও পৃথিবী একই সরলরেখায় থাকে' 'যখন অমাবশ্যা তিথি হয়']",A
5b85f6bb-4838-4383-8dd6-38181fb9fa5d-19254,14 min শেষে তেজস্ক্রিয় Polonium-এর 1/16 অংশ অবশিষ্ট থাকে। মৌলটির অর্ধায়ু কত?,['7/8 min' '8/7 min' '7/2 min' '14/3 min'],C
1f22a3d6-e2d8-43c5-b95c-8e75412e3382-14758,Y= Asin(kx+ωt) অগ্রগামী তরঙ্গটি কোন অক্ষ বরাবর অগ্রসর হয়?,['+x' '-x' '+y' '-y'],B
49e29991-5a9d-4988-8ac7-de8182169915-54004,একটি 92U238 নিউক্লিয়াস প্রথম ধাপে90T234 এবং পরবর্তী ধাপে 91Pa234 নিউক্লিয়াসে পরিণত হয়। এই দুই ধাপে কী কী রশ্মি নির্গত হয়?,['α ও β-' 'β-ওβ-' 'α ও α' 'β- ও α'],A
e9aef56c-0c04-459b-a695-8cce0560db76-106330,কোনো তেজস্ক্রিয় পদার্থের ক্ষয় ধ্রুবক 0.0693day−1 হলে অর্ধায়ু কত?,['1000 day' '10 day' '1 day' '100 day'],B
23458bab-32b2-4732-be1e-b85c523b2e65-55248,অবলোহিত রশ্মির ব্যবহার নয় কোনটি?,"['রিমোট কন্ট্রোল' 'টিভি সিগন্যাল' 'অপটিক্যাল ফাইবারের মাধ্যমে যোগাযোগ'
 'ফিজিওথেরাপি']",B
e8288bc7-4357-41e7-83ff-b7170b628224-45164,কোন স্থানের তড়িৎ ক্ষেত্রের প্রাবল্য `vecE=(2hati+3hatj+hatk)NC^-1` ,['0' '10Nm2C-1' '20Nm2C-1' '30 Nm2C-1'],C
